timestamp,user_id,user_location,user_culture_profile,search_query,clicked,purchased,authenticity_rating_given
2026-03-15 14:31:15,usr_30ebaeed,M14,Indian,Basmati Rice,1,0,
2026-03-15 14:42:15,usr_b3a1595b,NE3,Nigerian,Ackee,1,1,5
2026-03-15 14:57:15,usr_2a267ec8,SW1A,East Asian,Pomegranate Molasses,1,0,
2026-03-15 14:58:15,usr_8c2274b8,M1,Indian,Turmeric Powder,1,0,
2026-03-15 15:07:15,usr_2f044d16,B15,Nigerian,Ackee,1,1,5
2026-03-15 15:27:15,usr_e866d3f4,B15,Caribbean,Jerk Seasoning,1,1,4
2026-03-15 15:33:15,usr_28be5431,M14,Middle Eastern,Pita Bread,0,0,
2026-03-15 15:52:15,usr_f3fbeb72,B15,Nigerian,Plantain,1,1,5
2026-03-15 16:09:15,usr_3ef1d891,B1,Indian,Pomegranate Molasses,1,0,
2026-03-15 16:23:15,usr_4424d978,SW1A,Nigerian,Plantain,1,1,5
2026-03-15 16:32:15,usr_f2cfcaa7,B1,Indian,Garam Masala,1,1,4
2026-03-15 16:39:15,usr_dab7040c,B15,Nigerian,Maggi Cubes,1,1,5
2026-03-15 16:42:15,usr_bb9305de,SW1A,Indian,Basmati Rice,0,0,
2026-03-15 17:03:15,usr_02336e67,NE2,East Asian,Matcha Powder,0,0,
2026-03-15 17:06:15,usr_cd9bddd6,NE1,Nigerian,Plantain,1,1,3
2026-03-15 17:15:15,usr_2241bd72,NE1,Caribbean,Coconut Milk,1,1,1
2026-03-15 17:30:15,usr_f556aae3,M14,East Asian,Mochi,1,1,4
2026-03-15 17:41:15,usr_3631dfb0,NE1,Nigerian,Cassava Flour,1,0,
2026-03-15 17:52:15,usr_66ef8d44,E1,Caribbean,Saltfish,1,0,
2026-03-15 18:08:15,usr_7bed903c,B15,Nigerian,Plantain,1,1,1
2026-03-15 18:11:15,usr_fe7f5178,SW1A,Middle Eastern,Pomegranate Molasses,1,1,3
2026-03-15 18:13:15,usr_fc7c0158,B1,East Asian,Sriracha,1,0,
2026-03-15 19:11:15,usr_a4a0c6a6,E1,Caribbean,Saltfish,1,0,
2026-03-15 19:20:15,usr_edbc2867,NE3,Nigerian,Palm Oil,1,1,5
2026-03-15 19:48:15,usr_8fa6e220,M14,Middle Eastern,Sriracha,1,0,
2026-03-15 19:49:15,usr_f13c301b,M14,Caribbean,Jollof Rice Seasoning,1,0,
2026-03-15 19:50:15,usr_08961db2,B1,Indian,Ackee,1,0,
2026-03-15 19:56:15,usr_ea59eb45,SW1A,Caribbean,Coconut Milk,1,0,
2026-03-15 20:00:15,usr_1ba2ce47,NE3,Nigerian,Cassava Flour,1,1,5
2026-03-15 20:13:15,usr_2adcf62b,E1,Nigerian,Jollof Rice Seasoning,1,1,5
2026-03-15 20:26:15,usr_b6ccbfc6,M14,East Asian,Soy Sauce,1,1,5
2026-03-15 20:40:15,usr_41f17111,B1,Middle Eastern,Matcha Powder,1,0,
2026-03-15 20:53:15,usr_24dc4aaa,NE1,Caribbean,Saltfish,1,1,4
2026-03-15 20:57:15,usr_9c31ad70,M1,Middle Eastern,Sumac,1,1,4
2026-03-15 21:06:15,usr_225bf1fc,B15,Indian,Basmati Rice,1,1,4
2026-03-15 21:07:15,usr_f4d2947d,B1,Indian,Paneer,1,1,4
2026-03-15 21:16:15,usr_9391c497,B1,Caribbean,Ackee,1,1,3
2026-03-15 21:28:15,usr_d7c25fa3,B1,Indian,Basmati Rice,0,0,
2026-03-15 21:29:15,usr_3da55012,NE1,Nigerian,Palm Oil,1,0,
2026-03-15 21:35:15,usr_b70bfce1,NE2,Nigerian,Saltfish,0,0,
2026-03-15 21:36:15,usr_3c2478f4,M14,East Asian,Matcha Powder,1,1,5
2026-03-15 21:54:15,usr_0aaa5af7,E1,Middle Eastern,Tahini,1,0,
2026-03-15 22:38:15,usr_5243b6d9,NE3,Middle Eastern,Tahini,1,0,
2026-03-15 22:45:15,usr_3af83450,B15,Nigerian,Cassava Flour,1,1,5
2026-03-15 22:57:15,usr_e0c080b0,B15,Middle Eastern,Jerk Seasoning,1,0,
2026-03-15 23:58:15,usr_918e0fed,NE2,Caribbean,Scotch Bonnet Peppers,1,1,3
2026-03-15 23:59:15,usr_29778b00,M1,Caribbean,Ackee,1,1,4
2026-03-15 23:59:15,usr_28606439,NE1,Middle Eastern,Pita Bread,1,0,
2026-03-16 00:04:15,usr_66a333ce,E1,East Asian,Palm Oil,1,0,
2026-03-16 00:09:15,usr_4e26dddf,NE1,East Asian,Mochi,0,0,
2026-03-16 00:17:15,usr_2eaafb85,NE3,Caribbean,Jollof Rice Seasoning,1,0,
2026-03-16 00:28:15,usr_acf681f7,SW1A,East Asian,Sriracha,1,1,4
2026-03-16 00:31:15,usr_72004bfc,B1,Nigerian,Jollof Rice Seasoning,1,1,3
2026-03-16 00:55:15,usr_e9929e7c,B1,Nigerian,Plantain,1,0,
2026-03-16 01:14:15,usr_e0792047,NE3,Indian,Turmeric Powder,1,1,4
2026-03-16 01:29:15,usr_b3923870,M1,Middle Eastern,Pita Bread,1,0,
2026-03-16 01:32:15,usr_ede341f4,M14,East Asian,Matcha Powder,1,1,5
2026-03-16 01:38:15,usr_cb6df356,B15,Nigerian,Saltfish,1,0,
2026-03-16 01:47:15,usr_010dd968,SW1A,Nigerian,Maggi Cubes,0,0,
2026-03-16 02:02:15,usr_ce358c45,M14,Nigerian,Plantain,1,0,
2026-03-16 02:05:15,usr_09062898,NE3,East Asian,Palm Oil,0,0,
2026-03-16 02:52:15,usr_ff5e1df8,NE2,Middle Eastern,Pomegranate Molasses,1,1,2
2026-03-16 03:03:15,usr_70ddd0d9,E1,Nigerian,Paneer,1,1,4
2026-03-16 03:10:15,usr_fd4dc6e9,NE1,Caribbean,Pomegranate Molasses,1,1,5
2026-03-16 03:31:15,usr_f42973de,SW1A,Nigerian,Tahini,1,0,
2026-03-16 03:36:15,usr_4001f64d,B15,Nigerian,Matcha Powder,1,1,5
2026-03-16 03:39:15,usr_85ea659a,M14,East Asian,Paneer,1,0,
2026-03-16 03:50:15,usr_9e35c129,SW1A,Middle Eastern,Maggi Cubes,1,0,
2026-03-16 03:54:15,usr_d3e6822b,B1,East Asian,Matcha Powder,1,1,4
2026-03-16 04:25:15,usr_a9217575,E1,Nigerian,Maggi Cubes,1,1,4
2026-03-16 04:41:15,usr_2fd6c453,E1,Indian,Paneer,1,1,2
2026-03-16 04:47:15,usr_de98779c,NE3,Indian,Coconut Milk,1,0,
2026-03-16 04:52:15,usr_9c9c0ba2,NE3,Nigerian,Scotch Bonnet Peppers,1,0,
2026-03-16 05:22:15,usr_654eb073,M1,Indian,Mango Chutney,1,1,4
2026-03-16 05:24:15,usr_927c016c,SW1A,East Asian,Pomegranate Molasses,1,0,
2026-03-16 05:35:15,usr_f41b4659,NE3,Middle Eastern,Sumac,1,1,5
2026-03-16 05:54:15,usr_aa9e511a,NE1,Caribbean,Coconut Milk,1,1,3
2026-03-16 06:30:15,usr_d70a7d54,SW1A,Middle Eastern,Tahini,1,0,
2026-03-16 07:15:15,usr_3a5362d8,NE3,Indian,Turmeric Powder,0,0,
2026-03-16 07:38:15,usr_dfdbf24b,NE1,Middle Eastern,Pita Bread,1,1,2
2026-03-16 07:43:15,usr_de1c867a,B15,Nigerian,Maggi Cubes,1,1,4
2026-03-16 07:55:15,usr_a796819c,M14,Caribbean,Saltfish,0,0,
2026-03-16 08:14:15,usr_ceda4e7a,SW1A,Nigerian,Palm Oil,1,1,5
2026-03-16 08:23:15,usr_b62d3bb0,NE1,Indian,Paneer,1,0,
2026-03-16 08:30:15,usr_18e37519,SW1A,Nigerian,Jollof Rice Seasoning,1,1,4
2026-03-16 08:47:15,usr_feaeb16c,SW1A,Middle Eastern,Pomegranate Molasses,1,0,
2026-03-16 09:05:15,usr_0797fa49,NE1,East Asian,Sriracha,1,0,
2026-03-16 09:12:15,usr_034f86e5,NE1,Indian,Paneer,0,0,
2026-03-16 09:17:15,usr_8e31083a,M1,Middle Eastern,Zaatar,1,1,3
2026-03-16 09:21:15,usr_c61908b7,M1,Nigerian,Jollof Rice Seasoning,0,0,
2026-03-16 09:35:15,usr_57c02c17,NE3,East Asian,Matcha Powder,1,1,3
2026-03-16 09:45:15,usr_2cf8caaf,B1,East Asian,Soy Sauce,1,1,4
2026-03-16 09:52:15,usr_260eb25c,NE2,East Asian,Soy Sauce,1,1,4
2026-03-16 10:09:15,usr_06fb8c36,E1,Middle Eastern,Zaatar,1,0,
2026-03-16 10:14:15,usr_708deb3c,B1,Nigerian,Jollof Rice Seasoning,1,0,
2026-03-16 10:23:15,usr_6a091a87,B15,Indian,Garam Masala,1,1,5
2026-03-16 10:40:15,usr_92641ffc,B15,East Asian,Sriracha,1,0,
2026-03-16 10:49:15,usr_cdb4d512,M14,Indian,Paneer,0,0,
2026-03-16 11:02:15,usr_15d9f4cb,M14,Middle Eastern,Sumac,1,1,5
2026-03-16 11:19:15,usr_b26b1de2,SW1A,Middle Eastern,Pita Bread,1,1,5
2026-03-16 11:27:15,usr_28cc2115,E1,East Asian,Mochi,1,1,4
2026-03-16 12:07:15,usr_df7870ed,B15,Middle Eastern,Pomegranate Molasses,1,0,
2026-03-16 12:34:15,usr_7a3c7b1c,NE1,East Asian,Nori Seaweed,1,1,3
2026-03-16 12:45:15,usr_784b86f8,E1,Indian,Mango Chutney,1,1,3
2026-03-16 13:36:15,usr_78620c15,NE3,Middle Eastern,Soy Sauce,1,0,
2026-03-16 13:50:15,usr_f362ca9d,NE2,Nigerian,Plantain,1,1,3
2026-03-16 13:53:15,usr_cde6096f,E1,Nigerian,Palm Oil,1,1,4
2026-03-16 14:03:15,usr_e601e32a,NE2,Middle Eastern,Sumac,1,1,5
2026-03-16 14:17:15,usr_29d8f24e,B1,Middle Eastern,Maggi Cubes,1,0,
2026-03-16 14:20:15,usr_f804fdab,B15,East Asian,Matcha Powder,1,0,
2026-03-16 14:24:15,usr_0ce0cb42,NE1,Indian,Mango Chutney,1,0,
2026-03-16 14:50:15,usr_0d2e6d51,NE1,Middle Eastern,Pita Bread,1,1,5
2026-03-16 14:54:15,usr_f9b46385,B15,Indian,Basmati Rice,1,0,
2026-03-16 15:27:15,usr_a4fbf8cd,E1,Nigerian,Jollof Rice Seasoning,1,0,
2026-03-16 15:27:15,usr_fdcabdc2,SW1A,Middle Eastern,Basmati Rice,1,0,
2026-03-16 15:34:15,usr_279197e1,NE2,East Asian,Mochi,1,1,4
2026-03-16 16:59:15,usr_c36324ef,NE3,Middle Eastern,Pomegranate Molasses,0,0,
2026-03-16 17:18:15,usr_4ab3fff1,E1,Caribbean,Saltfish,1,1,5
2026-03-16 17:18:15,usr_7446a016,B15,Middle Eastern,Tahini,0,0,
2026-03-16 17:51:15,usr_b1671f1a,E1,Middle Eastern,Sumac,1,0,
2026-03-16 18:41:15,usr_66d1275a,NE3,Middle Eastern,Pita Bread,1,1,4
2026-03-16 18:44:15,usr_a4348f61,B15,Nigerian,Palm Oil,1,1,5
2026-03-16 18:58:15,usr_29bc5d33,NE3,Indian,Turmeric Powder,1,1,4
2026-03-16 19:21:15,usr_e48f37ad,NE3,Caribbean,Jollof Rice Seasoning,1,0,
2026-03-16 19:21:15,usr_475f2ea5,NE2,Caribbean,Jerk Seasoning,0,0,
2026-03-16 19:25:15,usr_963c9f7b,NE3,Caribbean,Saltfish,1,1,4
2026-03-16 19:28:15,usr_40771597,E1,East Asian,Sriracha,1,1,5
2026-03-16 19:40:15,usr_eaae7644,B1,Nigerian,Jollof Rice Seasoning,1,0,
2026-03-16 20:37:15,usr_19bc934d,NE1,Indian,Garam Masala,1,1,5
2026-03-16 20:44:15,usr_5fb34abe,NE1,Nigerian,Maggi Cubes,1,0,
2026-03-16 21:02:15,usr_6bdaab1b,M1,Indian,Garam Masala,1,1,4
2026-03-16 21:23:15,usr_56efdea5,NE2,Middle Eastern,Pita Bread,1,1,1
2026-03-16 21:25:15,usr_4ead8beb,B1,East Asian,Nori Seaweed,1,0,
2026-03-16 21:30:15,usr_adefbe22,E1,Nigerian,Palm Oil,1,0,
2026-03-16 21:34:15,usr_6c7230b8,M14,Nigerian,Plantain,1,1,5
2026-03-16 21:41:15,usr_33dfd33c,SW1A,Caribbean,Saltfish,1,0,
2026-03-16 21:46:15,usr_ea6f68b7,M1,Indian,Paneer,1,0,
2026-03-16 21:48:15,usr_f02b8bac,NE1,East Asian,Soy Sauce,1,1,5
2026-03-16 21:55:15,usr_fc931139,E1,East Asian,Mochi,1,1,5
2026-03-16 22:31:15,usr_b047831f,B1,Nigerian,Zaatar,0,0,
2026-03-16 22:32:15,usr_0e261705,SW1A,Indian,Garam Masala,1,1,3
2026-03-16 22:39:15,usr_6e26e522,SW1A,Caribbean,Scotch Bonnet Peppers,0,0,
2026-03-16 22:39:15,usr_b0b834ba,NE3,Indian,Basmati Rice,0,0,
2026-03-16 22:41:15,usr_89b45b82,NE3,Indian,Basmati Rice,1,1,5
2026-03-16 22:45:15,usr_d12ba3c0,M14,East Asian,Sriracha,1,0,
2026-03-16 22:47:15,usr_24c91aa8,B15,Middle Eastern,Zaatar,1,1,4
2026-03-16 22:51:15,usr_f506ca5e,NE1,Nigerian,Cassava Flour,1,0,
2026-03-16 22:56:15,usr_1d10ba3e,SW1A,Caribbean,Turmeric Powder,1,0,
2026-03-16 23:28:15,usr_84a1a04f,M14,Middle Eastern,Zaatar,1,1,4
2026-03-16 23:28:15,usr_3d888804,B15,Nigerian,Palm Oil,1,1,4
2026-03-16 23:31:15,usr_e12774de,NE1,Middle Eastern,Tahini,1,0,
2026-03-16 23:44:15,usr_b5901413,NE3,Caribbean,Matcha Powder,1,0,
2026-03-17 00:08:15,usr_6071f286,NE1,Indian,Basmati Rice,1,1,5
2026-03-17 00:22:15,usr_3e99ac46,M1,Middle Eastern,Pomegranate Molasses,1,1,2
2026-03-17 00:25:15,usr_33d6f1d0,NE1,Caribbean,Coconut Milk,1,1,5
2026-03-17 00:28:15,usr_4b3f0dec,SW1A,East Asian,Matcha Powder,1,0,
2026-03-17 00:47:15,usr_4c30475c,NE2,Middle Eastern,Tahini,1,1,3
2026-03-17 00:49:15,usr_7d96a53b,SW1A,East Asian,Mochi,1,0,
2026-03-17 00:58:15,usr_e66946df,NE1,Middle Eastern,Paneer,1,1,4
2026-03-17 01:05:15,usr_30cc3fe4,NE2,Caribbean,Scotch Bonnet Peppers,1,1,5
2026-03-17 01:06:15,usr_835cab4f,NE3,Nigerian,Jollof Rice Seasoning,1,1,3
2026-03-17 01:13:15,usr_963ac804,B1,Middle Eastern,Sumac,1,0,
2026-03-17 01:18:15,usr_972e6881,NE2,Caribbean,Saltfish,1,1,5
2026-03-17 01:28:15,usr_54080162,NE2,Indian,Turmeric Powder,1,1,4
2026-03-17 01:30:15,usr_29dc3146,NE3,Middle Eastern,Maggi Cubes,0,0,
2026-03-17 01:32:15,usr_bcf7c163,NE2,Nigerian,Sumac,1,1,4
2026-03-17 01:34:15,usr_0d1930b0,NE2,Caribbean,Ackee,1,1,5
2026-03-17 02:01:15,usr_c83d0cc5,M1,Nigerian,Jollof Rice Seasoning,0,0,
2026-03-17 02:08:15,usr_da207477,B15,Caribbean,Jerk Seasoning,1,1,5
2026-03-17 02:11:15,usr_8b42ffa3,B1,Nigerian,Cassava Flour,0,0,
2026-03-17 02:28:15,usr_c1f6275e,B15,Middle Eastern,Tahini,1,1,5
2026-03-17 02:29:15,usr_b6d948f4,B15,Caribbean,Ackee,1,0,
2026-03-17 02:49:15,usr_d8689ead,B1,Indian,Palm Oil,1,0,
2026-03-17 03:12:15,usr_ae1e088c,NE2,Caribbean,Scotch Bonnet Peppers,1,1,5
2026-03-17 03:25:15,usr_4a1257e3,B15,Caribbean,Coconut Milk,1,1,5
2026-03-17 04:05:15,usr_9367ee1f,SW1A,Caribbean,Coconut Milk,1,0,
2026-03-17 04:27:15,usr_2672b29f,NE2,East Asian,Mochi,0,0,
2026-03-17 04:28:15,usr_5ed54a01,NE3,Caribbean,Scotch Bonnet Peppers,1,0,
2026-03-17 05:05:15,usr_111c9511,B15,Caribbean,Tahini,1,0,
2026-03-17 05:07:15,usr_5eae6458,NE1,Indian,Basmati Rice,1,0,
2026-03-17 05:15:15,usr_9b5047c1,M14,Nigerian,Plantain,1,1,5
2026-03-17 05:25:15,usr_2853d43b,B15,East Asian,Sriracha,1,1,5
2026-03-17 05:32:15,usr_c3e1e77b,B1,Indian,Matcha Powder,1,0,
2026-03-17 05:54:15,usr_3dafcae6,NE2,Indian,Garam Masala,1,0,
2026-03-17 06:40:15,usr_a30ef686,E1,Caribbean,Jerk Seasoning,1,1,4
2026-03-17 06:46:15,usr_d3885b49,M1,Caribbean,Jerk Seasoning,1,1,4
2026-03-17 06:58:15,usr_442da265,B15,Indian,Basmati Rice,1,1,4
2026-03-17 07:02:15,usr_dc301f28,SW1A,East Asian,Mochi,1,1,3
2026-03-17 07:20:15,usr_c7fae739,NE1,Nigerian,Maggi Cubes,1,1,5
2026-03-17 07:36:15,usr_ffafaaa1,E1,Indian,Jerk Seasoning,1,0,
2026-03-17 08:03:15,usr_050846b3,NE1,Middle Eastern,Pita Bread,0,0,
2026-03-17 08:11:15,usr_72f49346,B15,Middle Eastern,Mango Chutney,1,0,
2026-03-17 08:19:15,usr_eed0574a,NE2,Nigerian,Jollof Rice Seasoning,1,1,3
2026-03-17 08:24:15,usr_e4ed75b4,B1,Nigerian,Coconut Milk,1,0,
2026-03-17 08:32:15,usr_f3925c46,B1,Caribbean,Jerk Seasoning,1,1,5
2026-03-17 08:33:15,usr_c2355088,M14,Caribbean,Ackee,1,1,5
2026-03-17 08:53:15,usr_7a231662,M14,East Asian,Sriracha,1,0,
2026-03-17 09:00:15,usr_f9f5430e,NE2,Caribbean,Scotch Bonnet Peppers,1,0,
2026-03-17 09:33:15,usr_61260412,B15,Middle Eastern,Zaatar,1,0,
2026-03-17 09:34:15,usr_6e55aab9,M1,Indian,Mango Chutney,1,1,4
2026-03-17 09:34:15,usr_aee637a8,M14,East Asian,Matcha Powder,0,0,
2026-03-17 09:46:15,usr_ba8d9fec,M1,Middle Eastern,Tahini,1,0,
2026-03-17 09:49:15,usr_c44440af,M14,Indian,Basmati Rice,1,1,2
2026-03-17 10:11:15,usr_9c67a300,NE2,Middle Eastern,Tahini,0,0,
2026-03-17 10:26:15,usr_3c1b20a0,B15,Caribbean,Scotch Bonnet Peppers,1,0,
2026-03-17 10:31:15,usr_4100b2ec,M14,Middle Eastern,Tahini,1,0,
2026-03-17 10:38:15,usr_bb9a7874,M14,Middle Eastern,Tahini,1,1,5
2026-03-17 10:42:15,usr_6867fc96,M14,Indian,Basmati Rice,1,1,5
2026-03-17 10:45:15,usr_7fbc33f8,M1,Middle Eastern,Pomegranate Molasses,1,0,
2026-03-17 10:46:15,usr_5b4349c0,E1,Nigerian,Maggi Cubes,0,0,
2026-03-17 10:46:15,usr_2d9a8ad7,M14,Nigerian,Palm Oil,1,1,1
2026-03-17 11:20:15,usr_420bcee7,NE1,Caribbean,Coconut Milk,1,1,3
2026-03-17 11:50:15,usr_f4772b71,NE3,Caribbean,Scotch Bonnet Peppers,1,1,5
2026-03-17 13:21:15,usr_2bfa5509,NE2,Nigerian,Maggi Cubes,1,0,
2026-03-17 13:26:15,usr_f80cd5e1,E1,Caribbean,Scotch Bonnet Peppers,1,1,4
2026-03-17 13:28:15,usr_1cdda9c5,NE2,Nigerian,Cassava Flour,1,1,3
2026-03-17 13:43:15,usr_d68a97f9,B1,East Asian,Matcha Powder,0,0,
2026-03-17 13:55:15,usr_11cd8ede,NE2,Nigerian,Jollof Rice Seasoning,1,0,
2026-03-17 14:07:15,usr_2398a7d1,SW1A,Nigerian,Ackee,1,1,4
2026-03-17 14:12:15,usr_5ecf1e1e,M14,East Asian,Soy Sauce,1,1,4
2026-03-17 14:34:15,usr_6c3a8ed1,NE3,Indian,Paneer,1,1,5
2026-03-17 14:36:15,usr_01326939,M14,Indian,Jollof Rice Seasoning,1,0,
2026-03-17 14:41:15,usr_e32e3dce,E1,Indian,Paneer,1,1,3
2026-03-17 14:44:15,usr_22d43f2e,B1,Middle Eastern,Pomegranate Molasses,1,0,
2026-03-17 15:10:15,usr_bcc5f71b,E1,East Asian,Sriracha,1,1,5
2026-03-17 15:24:15,usr_2e6446e8,NE2,Nigerian,Plantain,1,0,
2026-03-17 15:26:15,usr_0fc2b906,NE1,East Asian,Garam Masala,1,1,5
2026-03-17 15:44:15,usr_6e877fe5,SW1A,East Asian,Matcha Powder,1,0,
2026-03-17 15:54:15,usr_a7ca9404,M1,Middle Eastern,Pita Bread,1,0,
2026-03-17 16:11:15,usr_99f50652,B15,Indian,Turmeric Powder,0,0,
2026-03-17 16:19:15,usr_1cb31773,B1,Indian,Basmati Rice,1,0,
2026-03-17 16:54:15,usr_4ed31d1a,E1,Indian,Turmeric Powder,1,0,
2026-03-17 17:00:15,usr_144570b0,SW1A,East Asian,Sriracha,1,1,5
2026-03-17 17:02:15,usr_c687a06b,M14,Nigerian,Cassava Flour,1,0,
2026-03-17 17:12:15,usr_1fc681b0,M1,Middle Eastern,Pita Bread,1,1,3
2026-03-17 17:25:15,usr_ea013662,B1,Caribbean,Jerk Seasoning,1,0,
2026-03-17 17:35:15,usr_7ef3ec0c,SW1A,Middle Eastern,Pomegranate Molasses,1,1,4
2026-03-17 17:55:15,usr_7e724379,B15,Indian,Garam Masala,1,1,4
2026-03-17 17:56:15,usr_1c7c7efe,NE1,Middle Eastern,Pomegranate Molasses,1,0,
2026-03-17 18:52:15,usr_a989151e,NE1,Middle Eastern,Zaatar,1,1,5
2026-03-17 19:20:15,usr_4c650419,NE3,Nigerian,Plantain,1,0,
2026-03-17 19:37:15,usr_5ba9e4c8,SW1A,Indian,Paneer,1,1,5
2026-03-17 19:45:15,usr_217054a6,E1,Caribbean,Scotch Bonnet Peppers,1,1,5
2026-03-17 19:45:15,usr_b4b8a958,M14,East Asian,Nori Seaweed,1,0,
2026-03-17 19:54:15,usr_10536198,M14,Middle Eastern,Zaatar,0,0,
2026-03-17 20:04:15,usr_19ba72d4,B1,Caribbean,Coconut Milk,1,1,5
2026-03-17 20:52:15,usr_e8dfdb00,SW1A,East Asian,Nori Seaweed,1,1,5
2026-03-17 21:03:15,usr_861578c6,M14,Indian,Sumac,1,0,
2026-03-17 21:08:15,usr_3b2456d8,NE3,Indian,Turmeric Powder,1,1,5
2026-03-17 21:09:15,usr_6a73d302,NE3,East Asian,Sriracha,1,0,
2026-03-17 21:25:15,usr_0a57415a,SW1A,Middle Eastern,Zaatar,1,1,5
2026-03-17 21:45:15,usr_8a78e489,NE2,Indian,Garam Masala,1,0,
2026-03-17 22:00:15,usr_71c250d8,M14,Indian,Paneer,1,1,3
2026-03-17 22:09:15,usr_8e1387f7,SW1A,East Asian,Zaatar,1,1,4
2026-03-17 22:17:15,usr_1e5cc8a1,SW1A,Caribbean,Turmeric Powder,1,0,
2026-03-17 22:30:15,usr_1ba63b0a,B1,East Asian,Matcha Powder,1,1,5
2026-03-17 22:48:15,usr_9829ecf1,M14,East Asian,Zaatar,1,1,4
2026-03-17 22:56:15,usr_8fed8449,B15,East Asian,Sriracha,1,1,5
2026-03-17 23:02:15,usr_d5dc8ec3,SW1A,Middle Eastern,Sumac,1,1,5
2026-03-17 23:33:15,usr_1cdc23b4,B1,Caribbean,Saltfish,1,0,
2026-03-17 23:43:15,usr_1fc3c484,NE2,Indian,Garam Masala,1,1,4
2026-03-17 23:45:15,usr_24109fcc,SW1A,Nigerian,Plantain,1,1,5
2026-03-18 00:07:15,usr_b6b11207,SW1A,Indian,Palm Oil,1,0,
2026-03-18 00:20:15,usr_90809544,SW1A,Indian,Maggi Cubes,1,0,
2026-03-18 00:47:15,usr_6354f33a,B1,Caribbean,Pomegranate Molasses,1,1,4
2026-03-18 00:50:15,usr_c83d0a9f,B15,East Asian,Mango Chutney,1,0,
2026-03-18 01:05:15,usr_63d9ae26,M14,East Asian,Maggi Cubes,0,0,
2026-03-18 01:09:15,usr_34bd15e9,NE3,Caribbean,Tahini,0,0,
2026-03-18 01:58:15,usr_21619519,B1,Middle Eastern,Pomegranate Molasses,1,0,
2026-03-18 02:00:15,usr_734511be,B15,Nigerian,Nori Seaweed,1,0,
2026-03-18 02:08:15,usr_0659646e,M14,Nigerian,Cassava Flour,1,0,
2026-03-18 02:12:15,usr_e2250e5c,M14,East Asian,Sriracha,1,1,4
2026-03-18 02:35:15,usr_2a75dee9,M14,East Asian,Sriracha,1,1,5
2026-03-18 02:38:15,usr_78b1ef08,NE3,Middle Eastern,Sumac,1,1,4
2026-03-18 02:43:15,usr_666d2b4c,M14,Middle Eastern,Sumac,1,0,
2026-03-18 02:48:15,usr_e293f08d,B1,Middle Eastern,Pomegranate Molasses,1,1,5
2026-03-18 02:51:15,usr_6bdc8284,SW1A,Middle Eastern,Pita Bread,1,1,5
2026-03-18 02:52:15,usr_48b674cc,E1,Middle Eastern,Zaatar,0,0,
2026-03-18 03:21:15,usr_d002ebc3,E1,East Asian,Nori Seaweed,1,1,5
2026-03-18 03:37:15,usr_91fc8f00,B15,East Asian,Scotch Bonnet Peppers,1,1,5
2026-03-18 03:52:15,usr_7aea3d10,NE1,Middle Eastern,Pita Bread,1,1,1
2026-03-18 04:02:15,usr_9c256d1b,NE3,Indian,Garam Masala,1,1,3
2026-03-18 04:32:15,usr_5600d9cc,NE2,Nigerian,Jollof Rice Seasoning,1,1,5
2026-03-18 04:37:15,usr_d0eb5905,M1,Middle Eastern,Tahini,1,0,
2026-03-18 05:09:15,usr_5f9f7b94,NE3,Indian,Turmeric Powder,1,1,4
2026-03-18 05:13:15,usr_cc0b9bbc,SW1A,Nigerian,Plantain,1,1,5
2026-03-18 07:06:15,usr_57d600f0,B1,Middle Eastern,Pita Bread,1,1,3
2026-03-18 07:09:15,usr_10169a07,NE3,Middle Eastern,Plantain,1,1,5
2026-03-18 07:42:15,usr_eaaf4b32,M1,Middle Eastern,Tahini,1,0,
2026-03-18 07:54:15,usr_5149de3e,M14,Indian,Mango Chutney,0,0,
2026-03-18 08:07:15,usr_a58154fd,SW1A,Middle Eastern,Tahini,1,1,4
2026-03-18 08:50:15,usr_62d812c2,NE1,Indian,Mochi,0,0,
2026-03-18 09:00:15,usr_ae3d5ebd,NE1,East Asian,Paneer,1,0,
2026-03-18 09:13:15,usr_78985ea8,NE2,Indian,Paneer,1,0,
2026-03-18 09:39:15,usr_e0859c2b,NE2,Middle Eastern,Zaatar,1,0,
2026-03-18 09:53:15,usr_79048a68,NE3,Caribbean,Jerk Seasoning,1,1,5
2026-03-18 10:10:15,usr_f807070b,SW1A,Caribbean,Saltfish,1,0,
2026-03-18 10:24:15,usr_1f574123,SW1A,Caribbean,Scotch Bonnet Peppers,1,1,4
2026-03-18 10:53:15,usr_d8b039bc,M1,Indian,Garam Masala,0,0,
2026-03-18 10:55:15,usr_52db7212,NE1,Caribbean,Maggi Cubes,1,0,
2026-03-18 11:09:15,usr_2acf1092,B1,East Asian,Soy Sauce,1,0,
2026-03-18 11:25:15,usr_5a644d32,M1,Indian,Sriracha,1,1,5
2026-03-18 11:32:15,usr_63328726,SW1A,Middle Eastern,Tahini,1,0,
2026-03-18 11:42:15,usr_564127c2,NE1,Middle Eastern,Zaatar,1,0,
2026-03-18 11:45:15,usr_800cbf51,B15,Nigerian,Jollof Rice Seasoning,1,0,
2026-03-18 12:10:15,usr_7b485c3e,NE1,East Asian,Sriracha,0,0,
2026-03-18 12:13:15,usr_ff5cc569,M14,Indian,Mango Chutney,1,1,3
2026-03-18 12:57:15,usr_9351062e,NE1,Indian,Garam Masala,1,1,2
